Exp: 1 - 	 Ger: 1 - 	 Best:    0.25564 - 	 Mean: 3080981.80787 - 	 AQreal:   50.78165  	 
Exp: 1 - 	 Ger: 45 - 	 Best:    0.20695 - 	 Mean:    0.21036 - 	 AQreal:    0.39499  	 
Exp: 1 - 	 Ger: 46 - 	 Best:    0.20549 - 	 Mean:    0.21009 - 	 AQreal:    0.39499  	 
Exp: 1 - 	 Ger: 47 - 	 Best:    0.20549 - 	 Mean:    0.20995 - 	 AQreal:    0.39499  	 
Exp: 1 - 	 Ger: 48 - 	 Best:    0.20549 - 	 Mean:    0.20979 - 	 AQreal:    0.39499  	 
Exp: 1 - 	 Ger: 49 - 	 Best:    0.20549 - 	 Mean:    0.20974 - 	 AQreal:    0.39499  	 
Exp: 1 - 	 Ger: 50 - 	 Best:    0.20549 - 	 Mean:    0.20970 - 	 AQreal:    0.38568  	 
Exp: 2 - 	 Ger: 1 - 	 Best:    0.21706 - 	 Mean:    0.23636 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 2 - 	 Best:    0.21706 - 	 Mean:    0.23054 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 3 - 	 Best:    0.21706 - 	 Mean:    0.22721 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 4 - 	 Best:    0.21656 - 	 Mean:    0.22557 - 	 AQreal:    1.00000  	 
Exp: 2 - 	 Ger: 5 - 	 Best:    0.21656 - 	 Mean:    0.22412 - 	 AQreal:    0.96952  	 
Exp: 2 - 	 Ger: 6 - 	 Best:    0.21656 - 	 Mean:    0.22333 - 	 AQreal:    0.96952  	 
Exp: 2 - 	 Ger: 7 - 	 Best:    0.21656 - 	 Mean:    0.22236 - 	 AQreal:    0.96952  	 
Exp: 2 - 	 Ger: 8 - 	 Best:    0.21656 - 	 Mean:    0.22187 - 	 AQreal:    0.96952  	 
Exp: 2 - 	 Ger: 9 - 	 Best:    0.20663 - 	 Mean:    0.22038 - 	 AQreal:    0.96952  	 
Exp: 2 - 	 Ger: 10 - 	 Best:    0.20663 - 	 Mean:    0.21983 - 	 AQreal:    0.92361  	 
Exp: 2 - 	 Ger: 11 - 	 Best:    0.20663 - 	 Mean:    0.21917 - 	 AQreal:    0.92361  	 
Exp: 2 - 	 Ger: 12 - 	 Best:    0.20663 - 	 Mean:    0.21891 - 	 AQreal:    0.92361  	 
Exp: 2 - 	 Ger: 13 - 	 Best:    0.20663 - 	 Mean:    0.21859 - 	 AQreal:    0.92361  	 
Exp: 2 - 	 Ger: 14 - 	 Best:    0.20456 - 	 Mean:    0.21789 - 	 AQreal:    0.92361  	 
Exp: 2 - 	 Ger: 15 - 	 Best:    0.20456 - 	 Mean:    0.21758 - 	 AQreal:    0.87957  	 
Exp: 2 - 	 Ger: 16 - 	 Best:    0.20456 - 	 Mean:    0.21736 - 	 AQreal:    0.87957  	 
Exp: 2 - 	 Ger: 17 - 	 Best:    0.20456 - 	 Mean:    0.21697 - 	 AQreal:    0.87957  	 
Exp: 2 - 	 Ger: 18 - 	 Best:    0.20456 - 	 Mean:    0.21612 - 	 AQreal:    0.87957  	 
Exp: 2 - 	 Ger: 19 - 	 Best:    0.20456 - 	 Mean:    0.21551 - 	 AQreal:    0.87957  	 
Exp: 2 - 	 Ger: 20 - 	 Best:    0.20456 - 	 Mean:    0.21503 - 	 AQreal:    0.66177  	 
Exp: 2 - 	 Ger: 21 - 	 Best:    0.20456 - 	 Mean:    0.21464 - 	 AQreal:    0.66177  	 
Exp: 2 - 	 Ger: 22 - 	 Best:    0.20456 - 	 Mean:    0.21435 - 	 AQreal:    0.66177  	 
Exp: 2 - 	 Ger: 23 - 	 Best:    0.20456 - 	 Mean:    0.21428 - 	 AQreal:    0.66177  	 
Exp: 2 - 	 Ger: 24 - 	 Best:    0.20456 - 	 Mean:    0.21414 - 	 AQreal:    0.66177  	 
Exp: 2 - 	 Ger: 25 - 	 Best:    0.20456 - 	 Mean:    0.21414 - 	 AQreal:    0.64323  	 
Exp: 2 - 	 Ger: 26 - 	 Best:    0.20456 - 	 Mean:    0.21402 - 	 AQreal:    0.64323  	 
Exp: 2 - 	 Ger: 27 - 	 Best:    0.20456 - 	 Mean:    0.21362 - 	 AQreal:    0.64323  	 
Exp: 2 - 	 Ger: 28 - 	 Best:    0.20456 - 	 Mean:    0.21300 - 	 AQreal:    0.64323  	 
Exp: 2 - 	 Ger: 29 - 	 Best:    0.20456 - 	 Mean:    0.21269 - 	 AQreal:    0.64323  	 
Exp: 2 - 	 Ger: 30 - 	 Best:    0.20456 - 	 Mean:    0.21232 - 	 AQreal:    0.63433  	 
Exp: 2 - 	 Ger: 31 - 	 Best:    0.20456 - 	 Mean:    0.21205 - 	 AQreal:    0.63433  	 
Exp: 2 - 	 Ger: 32 - 	 Best:    0.20456 - 	 Mean:    0.21177 - 	 AQreal:    0.63433  	 
Exp: 2 - 	 Ger: 33 - 	 Best:    0.20456 - 	 Mean:    0.21160 - 	 AQreal:    0.63433  	 
Exp: 2 - 	 Ger: 34 - 	 Best:    0.20456 - 	 Mean:    0.21122 - 	 AQreal:    0.63433  	 
Exp: 2 - 	 Ger: 35 - 	 Best:    0.20456 - 	 Mean:    0.21089 - 	 AQreal:    0.58248  	 
Exp: 2 - 	 Ger: 36 - 	 Best:    0.20456 - 	 Mean:    0.21058 - 	 AQreal:    0.58248  	 
Exp: 2 - 	 Ger: 37 - 	 Best:    0.20456 - 	 Mean:    0.21034 - 	 AQreal:    0.58248  	 
Exp: 2 - 	 Ger: 38 - 	 Best:    0.20456 - 	 Mean:    0.21018 - 	 AQreal:    0.58248  	 
Exp: 2 - 	 Ger: 39 - 	 Best:    0.20456 - 	 Mean:    0.21011 - 	 AQreal:    0.58248  	 
Exp: 2 - 	 Ger: 40 - 	 Best:    0.20450 - 	 Mean:    0.20969 - 	 AQreal:    0.47932  	 
Exp: 2 - 	 Ger: 41 - 	 Best:    0.20450 - 	 Mean:    0.20940 - 	 AQreal:    0.47932  	 
Exp: 2 - 	 Ger: 42 - 	 Best:    0.20450 - 	 Mean:    0.20932 - 	 AQreal:    0.47932  	 
Exp: 2 - 	 Ger: 43 - 	 Best:    0.20450 - 	 Mean:    0.20930 - 	 AQreal:    0.47932  	 
Exp: 2 - 	 Ger: 44 - 	 Best:    0.20221 - 	 Mean:    0.20879 - 	 AQreal:    0.47932  	 
Exp: 2 - 	 Ger: 45 - 	 Best:    0.20221 - 	 Mean:    0.20868 - 	 AQreal:    0.41002  	 
Exp: 2 - 	 Ger: 46 - 	 Best:    0.20221 - 	 Mean:    0.20849 - 	 AQreal:    0.41002  	 
Exp: 2 - 	 Ger: 47 - 	 Best:    0.20221 - 	 Mean:    0.20829 - 	 AQreal:    0.41002  	 
Exp: 2 - 	 Ger: 48 - 	 Best:    0.20221 - 	 Mean:    0.20818 - 	 AQreal:    0.41002  	 
Exp: 2 - 	 Ger: 49 - 	 Best:    0.20221 - 	 Mean:    0.20816 - 	 AQreal:    0.41002  	 
Exp: 2 - 	 Ger: 50 - 	 Best:    0.20221 - 	 Mean:    0.20784 - 	 AQreal:    0.39124  	 
Exp: 3 - 	 Ger: 1 - 	 Best:    0.21493 - 	 Mean:    6.67443 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 2 - 	 Best:    0.21493 - 	 Mean:    0.22975 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 3 - 	 Best:    0.21493 - 	 Mean:    0.22667 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 4 - 	 Best:    0.21493 - 	 Mean:    0.22516 - 	 AQreal:    1.00000  	 
Exp: 3 - 	 Ger: 5 - 	 Best:    0.21493 - 	 Mean:    0.22421 - 	 AQreal:    0.82714  	 
Exp: 3 - 	 Ger: 6 - 	 Best:    0.21493 - 	 Mean:    0.22320 - 	 AQreal:    0.82714  	 
Exp: 3 - 	 Ger: 7 - 	 Best:    0.21493 - 	 Mean:    0.22194 - 	 AQreal:    0.82714  	 
Exp: 3 - 	 Ger: 8 - 	 Best:    0.21493 - 	 Mean:    0.22156 - 	 AQreal:    0.82714  	 
Exp: 3 - 	 Ger: 9 - 	 Best:    0.21493 - 	 Mean:    0.22108 - 	 AQreal:    0.82714  	 
Exp: 3 - 	 Ger: 10 - 	 Best:    0.21281 - 	 Mean:    0.22035 - 	 AQreal:    0.71024  	 
Exp: 3 - 	 Ger: 11 - 	 Best:    0.21281 - 	 Mean:    0.21990 - 	 AQreal:    0.71024  	 
Exp: 3 - 	 Ger: 12 - 	 Best:    0.21281 - 	 Mean:    0.21954 - 	 AQreal:    0.71024  	 
Exp: 3 - 	 Ger: 13 - 	 Best:    0.21281 - 	 Mean:    0.21878 - 	 AQreal:    0.71024  	 
Exp: 3 - 	 Ger: 14 - 	 Best:    0.21281 - 	 Mean:    0.21863 - 	 AQreal:    0.71024  	 
Exp: 3 - 	 Ger: 15 - 	 Best:    0.21281 - 	 Mean:    0.21846 - 	 AQreal:    0.67808  	 
Exp: 3 - 	 Ger: 16 - 	 Best:    0.21281 - 	 Mean:    0.21785 - 	 AQreal:    0.67808  	 
Exp: 3 - 	 Ger: 17 - 	 Best:    0.21274 - 	 Mean:    0.21710 - 	 AQreal:    0.67808  	 
Exp: 3 - 	 Ger: 18 - 	 Best:    0.21274 - 	 Mean:    0.21675 - 	 AQreal:    0.67808  	 
Exp: 3 - 	 Ger: 19 - 	 Best:    0.21274 - 	 Mean:    0.21657 - 	 AQreal:    0.67808  	 
Exp: 3 - 	 Ger: 20 - 	 Best:    0.21274 - 	 Mean:    0.21636 - 	 AQreal:    0.61028  	 
Exp: 3 - 	 Ger: 21 - 	 Best:    0.21274 - 	 Mean:    0.21608 - 	 AQreal:    0.61028  	 
Exp: 3 - 	 Ger: 22 - 	 Best:    0.21132 - 	 Mean:    0.21580 - 	 AQreal:    0.61028  	 
Exp: 3 - 	 Ger: 23 - 	 Best:    0.21132 - 	 Mean:    0.21578 - 	 AQreal:    0.61028  	 
Exp: 3 - 	 Ger: 24 - 	 Best:    0.21132 - 	 Mean:    0.21536 - 	 AQreal:    0.61028  	 
Exp: 3 - 	 Ger: 25 - 	 Best:    0.21132 - 	 Mean:    0.21520 - 	 AQreal:    0.55470  	 
Exp: 3 - 	 Ger: 26 - 	 Best:    0.21132 - 	 Mean:    0.21488 - 	 AQreal:    0.55470  	 
Exp: 3 - 	 Ger: 27 - 	 Best:    0.21043 - 	 Mean:    0.21438 - 	 AQreal:    0.55470  	 
Exp: 3 - 	 Ger: 28 - 	 Best:    0.21043 - 	 Mean:    0.21409 - 	 AQreal:    0.55470  	 
Exp: 3 - 	 Ger: 29 - 	 Best:    0.21043 - 	 Mean:    0.21378 - 	 AQreal:    0.55470  	 
Exp: 3 - 	 Ger: 30 - 	 Best:    0.21043 - 	 Mean:    0.21372 - 	 AQreal:    0.51721  	 
Exp: 3 - 	 Ger: 31 - 	 Best:    0.21043 - 	 Mean:    0.21354 - 	 AQreal:    0.51721  	 
Exp: 3 - 	 Ger: 32 - 	 Best:    0.21043 - 	 Mean:    0.21352 - 	 AQreal:    0.51721  	 
Exp: 3 - 	 Ger: 33 - 	 Best:    0.21043 - 	 Mean:    0.21335 - 	 AQreal:    0.51721  	 
Exp: 3 - 	 Ger: 34 - 	 Best:    0.21043 - 	 Mean:    0.21329 - 	 AQreal:    0.51721  	 
Exp: 3 - 	 Ger: 35 - 	 Best:    0.21043 - 	 Mean:    0.21316 - 	 AQreal:    0.46799  	 
Exp: 3 - 	 Ger: 36 - 	 Best:    0.21043 - 	 Mean:    0.21315 - 	 AQreal:    0.46799  	 
Exp: 3 - 	 Ger: 37 - 	 Best:    0.21043 - 	 Mean:    0.21315 - 	 AQreal:    0.46799  	 
Exp: 3 - 	 Ger: 38 - 	 Best:    0.21043 - 	 Mean:    0.21315 - 	 AQreal:    0.46799  	 
Exp: 3 - 	 Ger: 39 - 	 Best:    0.21015 - 	 Mean:    0.21300 - 	 AQreal:    0.46799  	 
Exp: 3 - 	 Ger: 40 - 	 Best:    0.21015 - 	 Mean:    0.21291 - 	 AQreal:    0.44633  	 
Exp: 3 - 	 Ger: 41 - 	 Best:    0.21015 - 	 Mean:    0.21283 - 	 AQreal:    0.44633  	 
Exp: 3 - 	 Ger: 42 - 	 Best:    0.21015 - 	 Mean:    0.21270 - 	 AQreal:    0.44633  	 
Exp: 3 - 	 Ger: 43 - 	 Best:    0.21015 - 	 Mean:    0.21270 - 	 AQreal:    0.44633  	 
Exp: 3 - 	 Ger: 44 - 	 Best:    0.21015 - 	 Mean:    0.21264 - 	 AQreal:    0.44633  	 
Exp: 3 - 	 Ger: 45 - 	 Best:    0.20872 - 	 Mean:    0.21244 - 	 AQreal:    0.42811  	 
Exp: 3 - 	 Ger: 46 - 	 Best:    0.20872 - 	 Mean:    0.21241 - 	 AQreal:    0.42811  	 
Exp: 3 - 	 Ger: 47 - 	 Best:    0.20792 - 	 Mean:    0.21207 - 	 AQreal:    0.42811  	 
Exp: 3 - 	 Ger: 48 - 	 Best:    0.20792 - 	 Mean:    0.21199 - 	 AQreal:    0.42811  	 
Exp: 3 - 	 Ger: 49 - 	 Best:    0.20792 - 	 Mean:    0.21181 - 	 AQreal:    0.42811  	 
Exp: 3 - 	 Ger: 50 - 	 Best:    0.20792 - 	 Mean:    0.21161 - 	 AQreal:    0.42519  	 
Exp: 4 - 	 Ger: 1 - 	 Best:    0.21448 - 	 Mean:    6.73905 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 2 - 	 Best:    0.21210 - 	 Mean:    0.22432 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 3 - 	 Best:    0.21210 - 	 Mean:    0.22309 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 4 - 	 Best:    0.21210 - 	 Mean:    0.22201 - 	 AQreal:    1.00000  	 
Exp: 4 - 	 Ger: 5 - 	 Best:    0.21210 - 	 Mean:    0.22133 - 	 AQreal:    0.91002  	 
Exp: 4 - 	 Ger: 6 - 	 Best:    0.21210 - 	 Mean:    0.22074 - 	 AQreal:    0.91002  	 
Exp: 4 - 	 Ger: 7 - 	 Best:    0.21210 - 	 Mean:    0.21997 - 	 AQreal:    0.91002  	 
Exp: 4 - 	 Ger: 8 - 	 Best:    0.21210 - 	 Mean:    0.21937 - 	 AQreal:    0.91002  	 
Exp: 4 - 	 Ger: 9 - 	 Best:    0.21210 - 	 Mean:    0.21858 - 	 AQreal:    0.91002  	 
Exp: 4 - 	 Ger: 10 - 	 Best:    0.21210 - 	 Mean:    0.21793 - 	 AQreal:    0.76751  	 
Exp: 4 - 	 Ger: 11 - 	 Best:    0.21147 - 	 Mean:    0.21727 - 	 AQreal:    0.76751  	 
Exp: 4 - 	 Ger: 12 - 	 Best:    0.21147 - 	 Mean:    0.21689 - 	 AQreal:    0.76751  	 
Exp: 4 - 	 Ger: 13 - 	 Best:    0.21147 - 	 Mean:    0.21618 - 	 AQreal:    0.76751  	 
Exp: 4 - 	 Ger: 14 - 	 Best:    0.21125 - 	 Mean:    0.21586 - 	 AQreal:    0.76751  	 
Exp: 4 - 	 Ger: 15 - 	 Best:    0.21125 - 	 Mean:    0.21560 - 	 AQreal:    0.70115  	 
Exp: 4 - 	 Ger: 16 - 	 Best:    0.21125 - 	 Mean:    0.21536 - 	 AQreal:    0.70115  	 
Exp: 4 - 	 Ger: 17 - 	 Best:    0.21125 - 	 Mean:    0.21502 - 	 AQreal:    0.70115  	 
Exp: 4 - 	 Ger: 18 - 	 Best:    0.21063 - 	 Mean:    0.21469 - 	 AQreal:    0.70115  	 
Exp: 4 - 	 Ger: 19 - 	 Best:    0.21063 - 	 Mean:    0.21437 - 	 AQreal:    0.70115  	 
Exp: 4 - 	 Ger: 20 - 	 Best:    0.21059 - 	 Mean:    0.21413 - 	 AQreal:    0.67533  	 
Exp: 4 - 	 Ger: 21 - 	 Best:    0.21059 - 	 Mean:    0.21388 - 	 AQreal:    0.67533  	 
Exp: 4 - 	 Ger: 22 - 	 Best:    0.20838 - 	 Mean:    0.21342 - 	 AQreal:    0.67533  	 
Exp: 4 - 	 Ger: 23 - 	 Best:    0.20838 - 	 Mean:    0.21328 - 	 AQreal:    0.67533  	 
Exp: 4 - 	 Ger: 24 - 	 Best:    0.20838 - 	 Mean:    0.21317 - 	 AQreal:    0.67533  	 
Exp: 4 - 	 Ger: 25 - 	 Best:    0.20838 - 	 Mean:    0.21305 - 	 AQreal:    0.63210  	 
Exp: 4 - 	 Ger: 26 - 	 Best:    0.20838 - 	 Mean:    0.21303 - 	 AQreal:    0.63210  	 
Exp: 4 - 	 Ger: 27 - 	 Best:    0.20838 - 	 Mean:    0.21269 - 	 AQreal:    0.63210  	 
Exp: 4 - 	 Ger: 28 - 	 Best:    0.20838 - 	 Mean:    0.21262 - 	 AQreal:    0.63210  	 
Exp: 4 - 	 Ger: 29 - 	 Best:    0.20838 - 	 Mean:    0.21248 - 	 AQreal:    0.63210  	 
Exp: 4 - 	 Ger: 30 - 	 Best:    0.20838 - 	 Mean:    0.21239 - 	 AQreal:    0.62330  	 
Exp: 4 - 	 Ger: 31 - 	 Best:    0.20838 - 	 Mean:    0.21219 - 	 AQreal:    0.62330  	 
Exp: 4 - 	 Ger: 32 - 	 Best:    0.20838 - 	 Mean:    0.21201 - 	 AQreal:    0.62330  	 
Exp: 4 - 	 Ger: 33 - 	 Best:    0.20838 - 	 Mean:    0.21185 - 	 AQreal:    0.62330  	 
Exp: 4 - 	 Ger: 34 - 	 Best:    0.20838 - 	 Mean:    0.21172 - 	 AQreal:    0.62330  	 
Exp: 4 - 	 Ger: 35 - 	 Best:    0.20838 - 	 Mean:    0.21161 - 	 AQreal:    0.51172  	 
Exp: 4 - 	 Ger: 36 - 	 Best:    0.20838 - 	 Mean:    0.21145 - 	 AQreal:    0.51172  	 
Exp: 4 - 	 Ger: 37 - 	 Best:    0.20838 - 	 Mean:    0.21136 - 	 AQreal:    0.51172  	 
Exp: 4 - 	 Ger: 38 - 	 Best:    0.20838 - 	 Mean:    0.21113 - 	 AQreal:    0.51172  	 
Exp: 4 - 	 Ger: 39 - 	 Best:    0.20747 - 	 Mean:    0.21087 - 	 AQreal:    0.51172  	 
Exp: 4 - 	 Ger: 40 - 	 Best:    0.20747 - 	 Mean:    0.21058 - 	 AQreal:    0.40143  	 
Exp: 4 - 	 Ger: 41 - 	 Best:    0.20747 - 	 Mean:    0.21050 - 	 AQreal:    0.40143  	 
Exp: 4 - 	 Ger: 42 - 	 Best:    0.20747 - 	 Mean:    0.21047 - 	 AQreal:    0.40143  	 
Exp: 4 - 	 Ger: 43 - 	 Best:    0.20747 - 	 Mean:    0.21041 - 	 AQreal:    0.40143  	 
Exp: 4 - 	 Ger: 44 - 	 Best:    0.20747 - 	 Mean:    0.21030 - 	 AQreal:    0.40143  	 
Exp: 4 - 	 Ger: 45 - 	 Best:    0.20747 - 	 Mean:    0.21029 - 	 AQreal:    0.38116  	 
Exp: 4 - 	 Ger: 46 - 	 Best:    0.20744 - 	 Mean:    0.21010 - 	 AQreal:    0.38116  	 
Exp: 4 - 	 Ger: 47 - 	 Best:    0.20744 - 	 Mean:    0.20998 - 	 AQreal:    0.38116  	 
Exp: 4 - 	 Ger: 48 - 	 Best:    0.20744 - 	 Mean:    0.20989 - 	 AQreal:    0.38116  	 
Exp: 4 - 	 Ger: 49 - 	 Best:    0.20744 - 	 Mean:    0.20979 - 	 AQreal:    0.38116  	 
Exp: 4 - 	 Ger: 50 - 	 Best:    0.20744 - 	 Mean:    0.20974 - 	 AQreal:    0.33412  	 
Exp: 5 - 	 Ger: 1 - 	 Best:    0.21846 - 	 Mean:    0.23264 - 	 AQreal:    1.00000  	 
Exp: 5 - 	 Ger: 2 - 	 Best:    0.21846 - 	 Mean:    0.22743 - 	 AQreal:    1.00000  	 
Exp: 5 - 	 Ger: 3 - 	 Best:    0.20837 - 	 Mean:    0.22443 - 	 AQreal:    1.00000  	 
Exp: 5 - 	 Ger: 4 - 	 Best:    0.20837 - 	 Mean:    0.22255 - 	 AQreal:    1.00000  	 
Exp: 5 - 	 Ger: 5 - 	 Best:    0.20837 - 	 Mean:    0.22132 - 	 AQreal:    0.97850  	 
Exp: 5 - 	 Ger: 6 - 	 Best:    0.20837 - 	 Mean:    0.22032 - 	 AQreal:    0.97850  	 
Exp: 5 - 	 Ger: 7 - 	 Best:    0.20837 - 	 Mean:    0.21900 - 	 AQreal:    0.97850  	 
Exp: 5 - 	 Ger: 8 - 	 Best:    0.20837 - 	 Mean:    0.21867 - 	 AQreal:    0.97850  	 
Exp: 5 - 	 Ger: 9 - 	 Best:    0.20837 - 	 Mean:    0.21819 - 	 AQreal:    0.97850  	 
Exp: 5 - 	 Ger: 10 - 	 Best:    0.20837 - 	 Mean:    0.21753 - 	 AQreal:    0.85218  	 
Exp: 5 - 	 Ger: 11 - 	 Best:    0.20837 - 	 Mean:    0.21691 - 	 AQreal:    0.85218  	 
Exp: 5 - 	 Ger: 12 - 	 Best:    0.20407 - 	 Mean:    0.21577 - 	 AQreal:    0.85218  	 
Exp: 5 - 	 Ger: 13 - 	 Best:    0.20407 - 	 Mean:    0.21559 - 	 AQreal:    0.85218  	 
Exp: 5 - 	 Ger: 14 - 	 Best:    0.20407 - 	 Mean:    0.21529 - 	 AQreal:    0.85218  	 
Exp: 5 - 	 Ger: 15 - 	 Best:    0.20407 - 	 Mean:    0.21473 - 	 AQreal:    0.72540  	 
Exp: 5 - 	 Ger: 16 - 	 Best:    0.20407 - 	 Mean:    0.21473 - 	 AQreal:    0.72540  	 
Exp: 5 - 	 Ger: 17 - 	 Best:    0.20407 - 	 Mean:    0.21435 - 	 AQreal:    0.72540  	 
Exp: 5 - 	 Ger: 18 - 	 Best:    0.20407 - 	 Mean:    0.21431 - 	 AQreal:    0.72540  	 
Exp: 5 - 	 Ger: 19 - 	 Best:    0.20407 - 	 Mean:    0.21431 - 	 AQreal:    0.72540  	 
Exp: 5 - 	 Ger: 20 - 	 Best:    0.20407 - 	 Mean:    0.21411 - 	 AQreal:    0.58498  	 
Exp: 5 - 	 Ger: 21 - 	 Best:    0.20407 - 	 Mean:    0.21395 - 	 AQreal:    0.58498  	 
Exp: 5 - 	 Ger: 22 - 	 Best:    0.20407 - 	 Mean:    0.21347 - 	 AQreal:    0.58498  	 
Exp: 5 - 	 Ger: 23 - 	 Best:    0.20379 - 	 Mean:    0.21295 - 	 AQreal:    0.58498  	 
Exp: 5 - 	 Ger: 24 - 	 Best:    0.20379 - 	 Mean:    0.21254 - 	 AQreal:    0.58498  	 
Exp: 5 - 	 Ger: 25 - 	 Best:    0.20379 - 	 Mean:    0.21246 - 	 AQreal:    0.48817  	 
Exp: 5 - 	 Ger: 26 - 	 Best:    0.20379 - 	 Mean:    0.21225 - 	 AQreal:    0.48817  	 
Exp: 5 - 	 Ger: 27 - 	 Best:    0.20174 - 	 Mean:    0.21164 - 	 AQreal:    0.48817  	 
Exp: 5 - 	 Ger: 28 - 	 Best:    0.20174 - 	 Mean:    0.21105 - 	 AQreal:    0.48817  	 
Exp: 5 - 	 Ger: 29 - 	 Best:    0.20174 - 	 Mean:    0.21047 - 	 AQreal:    0.48817  	 
Exp: 5 - 	 Ger: 30 - 	 Best:    0.20174 - 	 Mean:    0.20993 - 	 AQreal:    0.47236  	 
Exp: 5 - 	 Ger: 31 - 	 Best:    0.20174 - 	 Mean:    0.20962 - 	 AQreal:    0.47236  	 
Exp: 5 - 	 Ger: 32 - 	 Best:    0.20174 - 	 Mean:    0.20941 - 	 AQreal:    0.47236  	 
Exp: 5 - 	 Ger: 33 - 	 Best:    0.20174 - 	 Mean:    0.20925 - 	 AQreal:    0.47236  	 
Exp: 5 - 	 Ger: 34 - 	 Best:    0.20174 - 	 Mean:    0.20893 - 	 AQreal:    0.47236  	 
Exp: 5 - 	 Ger: 35 - 	 Best:    0.20174 - 	 Mean:    0.20878 - 	 AQreal:    0.43279  	 
Exp: 5 - 	 Ger: 36 - 	 Best:    0.20174 - 	 Mean:    0.20851 - 	 AQreal:    0.43279  	 
Exp: 5 - 	 Ger: 37 - 	 Best:    0.20174 - 	 Mean:    0.20820 - 	 AQreal:    0.43279  	 
Exp: 5 - 	 Ger: 38 - 	 Best:    0.20174 - 	 Mean:    0.20763 - 	 AQreal:    0.43279  	 
Exp: 5 - 	 Ger: 39 - 	 Best:    0.20174 - 	 Mean:    0.20711 - 	 AQreal:    0.43279  	 
Exp: 5 - 	 Ger: 40 - 	 Best:    0.20174 - 	 Mean:    0.20697 - 	 AQreal:    0.40852  	 
Exp: 5 - 	 Ger: 41 - 	 Best:    0.20174 - 	 Mean:    0.20660 - 	 AQreal:    0.40852  	 
Exp: 5 - 	 Ger: 42 - 	 Best:    0.20174 - 	 Mean:    0.20585 - 	 AQreal:    0.40852  	 
Exp: 5 - 	 Ger: 43 - 	 Best:    0.20174 - 	 Mean:    0.20573 - 	 AQreal:    0.40852  	 
Exp: 5 - 	 Ger: 44 - 	 Best:    0.20174 - 	 Mean:    0.20564 - 	 AQreal:    0.40852  	 
Exp: 5 - 	 Ger: 45 - 	 Best:    0.20174 - 	 Mean:    0.20529 - 	 AQreal:    0.29791  	 
Exp: 5 - 	 Ger: 46 - 	 Best:    0.20174 - 	 Mean:    0.20494 - 	 AQreal:    0.29791  	 
Exp: 5 - 	 Ger: 47 - 	 Best:    0.20174 - 	 Mean:    0.20442 - 	 AQreal:    0.29791  	 
Exp: 5 - 	 Ger: 48 - 	 Best:    0.20174 - 	 Mean:    0.20437 - 	 AQreal:    0.29791  	 
Exp: 5 - 	 Ger: 49 - 	 Best:    0.20174 - 	 Mean:    0.20418 - 	 AQreal:    0.29791  	 
Exp: 5 - 	 Ger: 50 - 	 Best:    0.20174 - 	 Mean:    0.20405 - 	 AQreal:    0.24097  	 
Exp: 6 - 	 Ger: 1 - 	 Best:    0.21794 - 	 Mean:    0.23685 - 	 AQreal:    1.00000  	 
Exp: 6 - 	 Ger: 2 - 	 Best:    0.21506 - 	 Mean:    0.22756 - 	 AQreal:    1.00000  	 
Exp: 6 - 	 Ger: 3 - 	 Best:    0.21506 - 	 Mean:    0.22361 - 	 AQreal:    1.00000  	 
Exp: 6 - 	 Ger: 4 - 	 Best:    0.21506 - 	 Mean:    0.22275 - 	 AQreal:    1.00000  	 
Exp: 6 - 	 Ger: 5 - 	 Best:    0.21469 - 	 Mean:    0.22137 - 	 AQreal:    0.80179  	 
Exp: 6 - 	 Ger: 6 - 	 Best:    0.21211 - 	 Mean:    0.21980 - 	 AQreal:    0.80179  	 
Exp: 6 - 	 Ger: 7 - 	 Best:    0.21211 - 	 Mean:    0.21837 - 	 AQreal:    0.80179  	 
Exp: 6 - 	 Ger: 8 - 	 Best:    0.21211 - 	 Mean:    0.21773 - 	 AQreal:    0.80179  	 
Exp: 6 - 	 Ger: 9 - 	 Best:    0.21211 - 	 Mean:    0.21744 - 	 AQreal:    0.80179  	 
Exp: 6 - 	 Ger: 10 - 	 Best:    0.21211 - 	 Mean:    0.21721 - 	 AQreal:    0.73781  	 
Exp: 6 - 	 Ger: 11 - 	 Best:    0.21080 - 	 Mean:    0.21646 - 	 AQreal:    0.73781  	 
Exp: 6 - 	 Ger: 12 - 	 Best:    0.21080 - 	 Mean:    0.21594 - 	 AQreal:    0.73781  	 
Exp: 6 - 	 Ger: 13 - 	 Best:    0.21080 - 	 Mean:    0.21566 - 	 AQreal:    0.73781  	 
Exp: 6 - 	 Ger: 14 - 	 Best:    0.20982 - 	 Mean:    0.21493 - 	 AQreal:    0.73781  	 
Exp: 6 - 	 Ger: 15 - 	 Best:    0.20982 - 	 Mean:    0.21445 - 	 AQreal:    0.62780  	 
