{Undefined function or variable 'numGenesQbit'.

Error in <a href="matlab:matlab.internal.language.introspective.errorDocCallback('aeiq_br_real', 'D:\Problemas\Steam Generator\Testes Finais\AEIQ\aeiq_br_real.m', 190)" style="font-weight:bold">aeiq_br_real</a> (<a href="matlab: opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\aeiq_br_real.m',190,0)">line 190</a>)
        contadorQbit=zeros(numClassic,numGenesQbit);

Error in <a href="matlab:matlab.internal.language.introspective.errorDocCallback('Experimento_PRINCIPAL_AEIQ_geral', 'D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m', 75)" style="font-weight:bold">Experimento_PRINCIPAL_AEIQ_geral</a> (<a href="matlab: opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m',75,0)">line 75</a>)
[sol{exp}, classic,  evobestFitness{exp}, trace] = aeiq_br_real(num_var, numPulses, numClassic, ...
} 
opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m',75,0)
opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\aeiq_br_real.m',190,0)
Experimento_PRINCIPAL_AEIQ_geral
Exp: 1 - 	 Ger: 1 - 	 Best:    2.19153 - 	 Mean: 1736.25358 - 	 AQreal:   75.78165  	 
Exp: 5 - 	 Ger: 6 - 	 Best:    2.11048 - 	 Mean:    2.53191 - 	 AQreal:   55.53994  	 
Exp: 5 - 	 Ger: 7 - 	 Best:    2.01471 - 	 Mean:    2.34807 - 	 AQreal:   55.53994  	 
Exp: 5 - 	 Ger: 8 - 	 Best:    2.01471 - 	 Mean:    2.22836 - 	 AQreal:   55.53994  	 
Exp: 5 - 	 Ger: 9 - 	 Best:    2.01471 - 	 Mean:    2.18788 - 	 AQreal:   55.53994  	 
Exp: 5 - 	 Ger: 10 - 	 Best:    2.01471 - 	 Mean:    2.15300 - 	 AQreal:   48.55256  	 
Exp: 5 - 	 Ger: 11 - 	 Best:    1.92243 - 	 Mean:    2.09093 - 	 AQreal:   48.55256  	 
Exp: 5 - 	 Ger: 12 - 	 Best:    1.77865 - 	 Mean:    2.05175 - 	 AQreal:   48.55256  	 
Exp: 5 - 	 Ger: 13 - 	 Best:    1.77865 - 	 Mean:    2.03669 - 	 AQreal:   48.55256  	 
Exp: 5 - 	 Ger: 14 - 	 Best:    1.77865 - 	 Mean:    2.01499 - 	 AQreal:   48.55256  	 
Exp: 5 - 	 Ger: 15 - 	 Best:    1.77865 - 	 Mean:    2.01094 - 	 AQreal:   47.90249  	 
Exp: 5 - 	 Ger: 16 - 	 Best:    1.77865 - 	 Mean:    1.98994 - 	 AQreal:   47.90249  	 
Exp: 5 - 	 Ger: 17 - 	 Best:    1.77865 - 	 Mean:    1.97368 - 	 AQreal:   47.90249  	 
Exp: 5 - 	 Ger: 18 - 	 Best:    1.77865 - 	 Mean:    1.96977 - 	 AQreal:   47.90249  	 
Exp: 5 - 	 Ger: 19 - 	 Best:    1.77865 - 	 Mean:    1.96270 - 	 AQreal:   47.90249  	 
Exp: 5 - 	 Ger: 20 - 	 Best:    1.77865 - 	 Mean:    1.95142 - 	 AQreal:   35.80115  	 
Exp: 5 - 	 Ger: 21 - 	 Best:    1.77865 - 	 Mean:    1.93935 - 	 AQreal:   35.80115  	 
Exp: 5 - 	 Ger: 22 - 	 Best:    1.77865 - 	 Mean:    1.92397 - 	 AQreal:   35.80115  	 
Exp: 5 - 	 Ger: 23 - 	 Best:    1.77865 - 	 Mean:    1.91242 - 	 AQreal:   35.80115  	 
Exp: 5 - 	 Ger: 24 - 	 Best:    1.77865 - 	 Mean:    1.90262 - 	 AQreal:   35.80115  	 
Exp: 5 - 	 Ger: 25 - 	 Best:    1.77865 - 	 Mean:    1.89597 - 	 AQreal:   20.71673  	 
Exp: 5 - 	 Ger: 26 - 	 Best:    1.77865 - 	 Mean:    1.88912 - 	 AQreal:   20.71673  	 
Exp: 5 - 	 Ger: 27 - 	 Best:    1.77865 - 	 Mean:    1.87998 - 	 AQreal:   20.71673  	 
Exp: 5 - 	 Ger: 28 - 	 Best:    1.77865 - 	 Mean:    1.87466 - 	 AQreal:   20.71673  	 
Exp: 5 - 	 Ger: 29 - 	 Best:    1.77865 - 	 Mean:    1.87142 - 	 AQreal:   20.71673  	 
Exp: 5 - 	 Ger: 30 - 	 Best:    1.77865 - 	 Mean:    1.86530 - 	 AQreal:   19.59685  	 
Exp: 5 - 	 Ger: 31 - 	 Best:    1.77865 - 	 Mean:    1.86125 - 	 AQreal:   19.59685  	 
Exp: 5 - 	 Ger: 32 - 	 Best:    1.75818 - 	 Mean:    1.85318 - 	 AQreal:   19.59685  	 
Exp: 5 - 	 Ger: 33 - 	 Best:    1.75818 - 	 Mean:    1.85260 - 	 AQreal:   19.59685  	 
Exp: 5 - 	 Ger: 34 - 	 Best:    1.75818 - 	 Mean:    1.85199 - 	 AQreal:   19.59685  	 
Exp: 5 - 	 Ger: 35 - 	 Best:    1.74474 - 	 Mean:    1.84329 - 	 AQreal:    9.11910  	 
Exp: 5 - 	 Ger: 36 - 	 Best:    1.74474 - 	 Mean:    1.84009 - 	 AQreal:    9.11910  	 
Exp: 5 - 	 Ger: 37 - 	 Best:    1.74474 - 	 Mean:    1.84009 - 	 AQreal:    9.11910  	 
Exp: 5 - 	 Ger: 38 - 	 Best:    1.74474 - 	 Mean:    1.83581 - 	 AQreal:    9.11910  	 
Exp: 5 - 	 Ger: 39 - 	 Best:    1.74474 - 	 Mean:    1.83495 - 	 AQreal:    9.11910  	 
Exp: 5 - 	 Ger: 40 - 	 Best:    1.74474 - 	 Mean:    1.83111 - 	 AQreal:    9.55148  	 
Exp: 5 - 	 Ger: 41 - 	 Best:    1.71111 - 	 Mean:    1.82378 - 	 AQreal:    9.55148  	 
Exp: 5 - 	 Ger: 42 - 	 Best:    1.71111 - 	 Mean:    1.81933 - 	 AQreal:    9.55148  	 
Exp: 5 - 	 Ger: 43 - 	 Best:    1.71111 - 	 Mean:    1.81672 - 	 AQreal:    9.55148  	 
Exp: 5 - 	 Ger: 44 - 	 Best:    1.71111 - 	 Mean:    1.81500 - 	 AQreal:    9.55148  	 
Exp: 5 - 	 Ger: 45 - 	 Best:    1.71111 - 	 Mean:    1.80998 - 	 AQreal:   10.45973  	 
Exp: 5 - 	 Ger: 46 - 	 Best:    1.71111 - 	 Mean:    1.80399 - 	 AQreal:   10.45973  	 
Exp: 5 - 	 Ger: 47 - 	 Best:    1.71111 - 	 Mean:    1.80098 - 	 AQreal:   10.45973  	 
Exp: 5 - 	 Ger: 48 - 	 Best:    1.71111 - 	 Mean:    1.79903 - 	 AQreal:   10.45973  	 
Exp: 5 - 	 Ger: 49 - 	 Best:    1.71111 - 	 Mean:    1.79709 - 	 AQreal:   10.45973  	 
Exp: 5 - 	 Ger: 50 - 	 Best:    1.71111 - 	 Mean:    1.79177 - 	 AQreal:   28.18111  	 
Exp: 6 - 	 Ger: 1 - 	 Best:    2.22374 - 	 Mean:  176.94012 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 2 - 	 Best:    2.22374 - 	 Mean:    5.90533 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 3 - 	 Best:    1.96135 - 	 Mean:    2.93174 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 4 - 	 Best:    1.92629 - 	 Mean:    2.48495 - 	 AQreal:   75.78165  	 
Exp: 6 - 	 Ger: 5 - 	 Best:    1.92629 - 	 Mean:    2.32326 - 	 AQreal:   70.33776  	 
Exp: 6 - 	 Ger: 6 - 	 Best:    1.92502 - 	 Mean:    2.22674 - 	 AQreal:   70.33776  	 
Exp: 6 - 	 Ger: 7 - 	 Best:    1.90056 - 	 Mean:    2.17064 - 	 AQreal:   70.33776  	 
Exp: 6 - 	 Ger: 8 - 	 Best:    1.90056 - 	 Mean:    2.16094 - 	 AQreal:   70.33776  	 
Exp: 6 - 	 Ger: 9 - 	 Best:    1.90056 - 	 Mean:    2.12689 - 	 AQreal:   70.33776  	 
Exp: 6 - 	 Ger: 10 - 	 Best:    1.90056 - 	 Mean:    2.09398 - 	 AQreal:   48.35557  	 
Exp: 6 - 	 Ger: 11 - 	 Best:    1.88231 - 	 Mean:    2.02756 - 	 AQreal:   48.35557  	 
Exp: 6 - 	 Ger: 12 - 	 Best:    1.86780 - 	 Mean:    1.99888 - 	 AQreal:   48.35557  	 
Exp: 6 - 	 Ger: 13 - 	 Best:    1.82943 - 	 Mean:    1.96781 - 	 AQreal:   48.35557  	 
Exp: 6 - 	 Ger: 14 - 	 Best:    1.82943 - 	 Mean:    1.95203 - 	 AQreal:   48.35557  	 
Exp: 6 - 	 Ger: 15 - 	 Best:    1.82299 - 	 Mean:    1.92316 - 	 AQreal:   44.91184  	 
Exp: 6 - 	 Ger: 16 - 	 Best:    1.82299 - 	 Mean:    1.90969 - 	 AQreal:   44.91184  	 
Exp: 6 - 	 Ger: 17 - 	 Best:    1.82299 - 	 Mean:    1.90030 - 	 AQreal:   44.91184  	 
Exp: 6 - 	 Ger: 18 - 	 Best:    1.82299 - 	 Mean:    1.89631 - 	 AQreal:   44.91184  	 
Exp: 6 - 	 Ger: 19 - 	 Best:    1.82299 - 	 Mean:    1.88692 - 	 AQreal:   44.91184  	 
Exp: 6 - 	 Ger: 20 - 	 Best:    1.80900 - 	 Mean:    1.87740 - 	 AQreal:   42.72999  	 
Exp: 6 - 	 Ger: 21 - 	 Best:    1.74106 - 	 Mean:    1.86800 - 	 AQreal:   42.72999  	 
Exp: 6 - 	 Ger: 22 - 	 Best:    1.74106 - 	 Mean:    1.86135 - 	 AQreal:   42.72999  	 
Exp: 6 - 	 Ger: 23 - 	 Best:    1.74106 - 	 Mean:    1.85722 - 	 AQreal:   42.72999  	 
Exp: 6 - 	 Ger: 24 - 	 Best:    1.74106 - 	 Mean:    1.85676 - 	 AQreal:   42.72999  	 
Exp: 6 - 	 Ger: 25 - 	 Best:    1.74106 - 	 Mean:    1.85529 - 	 AQreal:   38.16584  	 
Exp: 6 - 	 Ger: 26 - 	 Best:    1.74106 - 	 Mean:    1.84433 - 	 AQreal:   38.16584  	 
Exp: 6 - 	 Ger: 27 - 	 Best:    1.74106 - 	 Mean:    1.83820 - 	 AQreal:   38.16584  	 
Exp: 6 - 	 Ger: 28 - 	 Best:    1.74106 - 	 Mean:    1.83628 - 	 AQreal:   38.16584  	 
Exp: 6 - 	 Ger: 29 - 	 Best:    1.74106 - 	 Mean:    1.83185 - 	 AQreal:   38.16584  	 
Exp: 6 - 	 Ger: 30 - 	 Best:    1.73850 - 	 Mean:    1.82244 - 	 AQreal:   41.04722  	 
Exp: 6 - 	 Ger: 31 - 	 Best:    1.73850 - 	 Mean:    1.81880 - 	 AQreal:   41.04722  	 
Exp: 6 - 	 Ger: 32 - 	 Best:    1.73850 - 	 Mean:    1.81568 - 	 AQreal:   41.04722  	 
Exp: 6 - 	 Ger: 33 - 	 Best:    1.73850 - 	 Mean:    1.81429 - 	 AQreal:   41.04722  	 
Exp: 6 - 	 Ger: 34 - 	 Best:    1.73850 - 	 Mean:    1.81429 - 	 AQreal:   41.04722  	 
Exp: 6 - 	 Ger: 35 - 	 Best:    1.73850 - 	 Mean:    1.81193 - 	 AQreal:   33.43137  	 
Exp: 6 - 	 Ger: 36 - 	 Best:    1.72679 - 	 Mean:    1.80735 - 	 AQreal:   33.43137  	 
Exp: 6 - 	 Ger: 37 - 	 Best:    1.72679 - 	 Mean:    1.80735 - 	 AQreal:   33.43137  	 
Exp: 6 - 	 Ger: 38 - 	 Best:    1.72679 - 	 Mean:    1.80231 - 	 AQreal:   33.43137  	 
Exp: 6 - 	 Ger: 39 - 	 Best:    1.72679 - 	 Mean:    1.80231 - 	 AQreal:   33.43137  	 
Exp: 6 - 	 Ger: 40 - 	 Best:    1.72679 - 	 Mean:    1.80069 - 	 AQreal:   27.44116  	 
Exp: 6 - 	 Ger: 41 - 	 Best:    1.71361 - 	 Mean:    1.79498 - 	 AQreal:   27.44116  	 
Exp: 6 - 	 Ger: 42 - 	 Best:    1.71361 - 	 Mean:    1.79260 - 	 AQreal:   27.44116  	 
Exp: 6 - 	 Ger: 43 - 	 Best:    1.71361 - 	 Mean:    1.79029 - 	 AQreal:   27.44116  	 
Exp: 6 - 	 Ger: 44 - 	 Best:    1.71361 - 	 Mean:    1.78998 - 	 AQreal:   27.44116  	 
Exp: 6 - 	 Ger: 45 - 	 Best:    1.71361 - 	 Mean:    1.78660 - 	 AQreal:   36.82059  	 
Exp: 6 - 	 Ger: 46 - 	 Best:    1.71361 - 	 Mean:    1.78469 - 	 AQreal:   36.82059  	 
Exp: 6 - 	 Ger: 47 - 	 Best:    1.71361 - 	 Mean:    1.78240 - 	 AQreal:   36.82059  	 
Exp: 6 - 	 Ger: 48 - 	 Best:    1.71361 - 	 Mean:    1.77904 - 	 AQreal:   36.82059  	 
Exp: 6 - 	 Ger: 49 - 	 Best:    1.71361 - 	 Mean:    1.77196 - 	 AQreal:   36.82059  	 
Exp: 6 - 	 Ger: 50 - 	 Best:    1.71361 - 	 Mean:    1.77196 - 	 AQreal:   16.38713  	 
Exp: 7 - 	 Ger: 1 - 	 Best:    3.06687 - 	 Mean:   61.00343 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 2 - 	 Best:    2.77021 - 	 Mean:    5.04979 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 3 - 	 Best:    2.46208 - 	 Mean:    3.84285 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 4 - 	 Best:    2.39462 - 	 Mean:    3.19134 - 	 AQreal:   75.78165  	 
Exp: 7 - 	 Ger: 5 - 	 Best:    2.39462 - 	 Mean:    3.00285 - 	 AQreal:   72.72081  	 
Exp: 7 - 	 Ger: 6 - 	 Best:    2.07786 - 	 Mean:    2.68612 - 	 AQreal:   72.72081  	 
Exp: 7 - 	 Ger: 7 - 	 Best:    2.07786 - 	 Mean:    2.56448 - 	 AQreal:   72.72081  	 
Exp: 7 - 	 Ger: 8 - 	 Best:    1.96598 - 	 Mean:    2.46554 - 	 AQreal:   72.72081  	 
Exp: 7 - 	 Ger: 9 - 	 Best:    1.96598 - 	 Mean:    2.33050 - 	 AQreal:   72.72081  	 
Exp: 7 - 	 Ger: 10 - 	 Best:    1.96598 - 	 Mean:    2.28098 - 	 AQreal:   40.24608  	 
Exp: 7 - 	 Ger: 11 - 	 Best:    1.96598 - 	 Mean:    2.21039 - 	 AQreal:   40.24608  	 
Exp: 7 - 	 Ger: 12 - 	 Best:    1.87274 - 	 Mean:    2.11865 - 	 AQreal:   40.24608  	 
Exp: 7 - 	 Ger: 13 - 	 Best:    1.87274 - 	 Mean:    2.07088 - 	 AQreal:   40.24608  	 
Exp: 7 - 	 Ger: 14 - 	 Best:    1.87274 - 	 Mean:    2.01866 - 	 AQreal:   40.24608  	 
Exp: 7 - 	 Ger: 15 - 	 Best:    1.87274 - 	 Mean:    2.00223 - 	 AQreal:   32.62761  	 
Exp: 7 - 	 Ger: 16 - 	 Best:    1.87274 - 	 Mean:    1.97895 - 	 AQreal:   32.62761  	 
Exp: 7 - 	 Ger: 17 - 	 Best:    1.87274 - 	 Mean:    1.96477 - 	 AQreal:   32.62761  	 
Exp: 7 - 	 Ger: 18 - 	 Best:    1.87274 - 	 Mean:    1.95854 - 	 AQreal:   32.62761  	 
Exp: 7 - 	 Ger: 19 - 	 Best:    1.87274 - 	 Mean:    1.95440 - 	 AQreal:   32.62761  	 
Exp: 7 - 	 Ger: 20 - 	 Best:    1.87274 - 	 Mean:    1.94543 - 	 AQreal:   23.68132  	 
Exp: 7 - 	 Ger: 21 - 	 Best:    1.87274 - 	 Mean:    1.92777 - 	 AQreal:   23.68132  	 
Exp: 7 - 	 Ger: 22 - 	 Best:    1.78003 - 	 Mean:    1.90087 - 	 AQreal:   23.68132  	 
Exp: 7 - 	 Ger: 23 - 	 Best:    1.78003 - 	 Mean:    1.88841 - 	 AQreal:   23.68132  	 
Exp: 7 - 	 Ger: 24 - 	 Best:    1.78003 - 	 Mean:    1.88627 - 	 AQreal:   23.68132  	 
Exp: 7 - 	 Ger: 25 - 	 Best:    1.78003 - 	 Mean:    1.87994 - 	 AQreal:   21.44334  	 
Exp: 7 - 	 Ger: 26 - 	 Best:    1.78003 - 	 Mean:    1.87365 - 	 AQreal:   21.44334  	 
Exp: 7 - 	 Ger: 27 - 	 Best:    1.78003 - 	 Mean:    1.87017 - 	 AQreal:   21.44334  	 
Exp: 7 - 	 Ger: 28 - 	 Best:    1.78003 - 	 Mean:    1.86785 - 	 AQreal:   21.44334  	 
Exp: 7 - 	 Ger: 29 - 	 Best:    1.78003 - 	 Mean:    1.86561 - 	 AQreal:   21.44334  	 
Exp: 7 - 	 Ger: 30 - 	 Best:    1.77786 - 	 Mean:    1.85873 - 	 AQreal:   31.23596  	 
Exp: 7 - 	 Ger: 31 - 	 Best:    1.77786 - 	 Mean:    1.85509 - 	 AQreal:   31.23596  	 
Exp: 7 - 	 Ger: 32 - 	 Best:    1.77786 - 	 Mean:    1.85239 - 	 AQreal:   31.23596  	 
Exp: 7 - 	 Ger: 33 - 	 Best:    1.77786 - 	 Mean:    1.84666 - 	 AQreal:   31.23596  	 
Exp: 7 - 	 Ger: 34 - 	 Best:    1.77786 - 	 Mean:    1.84555 - 	 AQreal:   31.23596  	 
Exp: 7 - 	 Ger: 35 - 	 Best:    1.77786 - 	 Mean:    1.84498 - 	 AQreal:   22.92092  	 
Exp: 7 - 	 Ger: 36 - 	 Best:    1.77786 - 	 Mean:    1.84143 - 	 AQreal:   22.92092  	 
Exp: 7 - 	 Ger: 37 - 	 Best:    1.77786 - 	 Mean:    1.83944 - 	 AQreal:   22.92092  	 
Exp: 7 - 	 Ger: 38 - 	 Best:    1.75826 - 	 Mean:    1.83580 - 	 AQreal:   22.92092  	 
Exp: 7 - 	 Ger: 39 - 	 Best:    1.75826 - 	 Mean:    1.83339 - 	 AQreal:   22.92092  	 
Exp: 7 - 	 Ger: 40 - 	 Best:    1.75826 - 	 Mean:    1.83099 - 	 AQreal:   15.07821  	 
Exp: 7 - 	 Ger: 41 - 	 Best:    1.75826 - 	 Mean:    1.83099 - 	 AQreal:   15.07821  	 
Exp: 7 - 	 Ger: 42 - 	 Best:    1.75826 - 	 Mean:    1.82638 - 	 AQreal:   15.07821  	 
Exp: 7 - 	 Ger: 43 - 	 Best:    1.75826 - 	 Mean:    1.82353 - 	 AQreal:   15.07821  	 
Exp: 7 - 	 Ger: 44 - 	 Best:    1.75826 - 	 Mean:    1.81947 - 	 AQreal:   15.07821  	 
Exp: 7 - 	 Ger: 45 - 	 Best:    1.75826 - 	 Mean:    1.81619 - 	 AQreal:   37.05957  	 
Exp: 7 - 	 Ger: 46 - 	 Best:    1.75826 - 	 Mean:    1.81134 - 	 AQreal:   37.05957  	 
Exp: 7 - 	 Ger: 47 - 	 Best:    1.75826 - 	 Mean:    1.80861 - 	 AQreal:   37.05957  	 
Exp: 7 - 	 Ger: 48 - 	 Best:    1.75826 - 	 Mean:    1.80592 - 	 AQreal:   37.05957  	 
Exp: 7 - 	 Ger: 49 - 	 Best:    1.75826 - 	 Mean:    1.80401 - 	 AQreal:   37.05957  	 
Exp: 7 - 	 Ger: 50 - 	 Best:    1.74952 - 	 Mean:    1.79784 - 	 AQreal:   32.38068  	 
Exp: 8 - 	 Ger: 1 - 	 Best:    2.30041 - 	 Mean: 2144.58107 - 	 AQreal:   75.78165  	 
Exp: 8 - 	 Ger: 2 - 	 Best:    2.20564 - 	 Mean:    8.20311 - 	 AQreal:   75.78165  	 
Exp: 8 - 	 Ger: 3 - 	 Best:    2.20564 - 	 Mean:    3.20468 - 	 AQreal:   75.78165  	 
Exp: 8 - 	 Ger: 4 - 	 Best:    2.20564 - 	 Mean:    2.67333 - 	 AQreal:   75.78165  	 
Exp: 8 - 	 Ger: 5 - 	 Best:    2.20564 - 	 Mean:    2.58824 - 	 AQreal:   50.90696  	 
Exp: 8 - 	 Ger: 6 - 	 Best:    1.96557 - 	 Mean:    2.42147 - 	 AQreal:   50.90696  	 
Exp: 8 - 	 Ger: 7 - 	 Best:    1.96557 - 	 Mean:    2.29419 - 	 AQreal:   50.90696  	 
Exp: 8 - 	 Ger: 8 - 	 Best:    1.96557 - 	 Mean:    2.21629 - 	 AQreal:   50.90696  	 
Exp: 8 - 	 Ger: 9 - 	 Best:    1.96557 - 	 Mean:    2.14547 - 	 AQreal:   50.90696  	 
Exp: 8 - 	 Ger: 10 - 	 Best:    1.87829 - 	 Mean:    2.08770 - 	 AQreal:   40.26687  	 
if system_dependent('IsDebugMode')==1, dbquit; end
Operation terminated by user during leaky_esn (line 19)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 171)


In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during leaky_esn (line 19)


In compute_statematrix (line 168)
    internalState = feval(esn.type, totalstate, esn, typeSpecificArg) ; 

In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during eigs (line 235)


In generate_internal_weights (line 30)
        maxVal = max(abs(eigs(internalWeights,1, 'lm', opts)));

In generate_esn5 (line 90)
esn.internalWeights_UnitSR = generate_internal_weights(nInternalUnits, ...

In calculaErroFinal (line 27)
    esn = generate_esn5(nInputUnits, nInternalUnits, nOutputUnits, ScalWin, ScalWback, ...

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Experimento_PRINCIPAL_AEIQ_geral
{Error using <a href="matlab:matlab.internal.language.introspective.errorDocCallback('parpool', 'C:\Program Files\MATLAB\R2016b\toolbox\distcomp\cluster\parpool.m', 103)" style="font-weight:bold">parpool</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2016b\toolbox\distcomp\cluster\parpool.m',103,0)">line 103</a>)
Found an interactive session. You cannot have multiple interactive sessions open simultaneously. To
terminate the existing session, use 'delete(gcp('nocreate'))'.

Error in <a href="matlab:matlab.internal.language.introspective.errorDocCallback('Experimento_PRINCIPAL_AEIQ_geral', 'D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m', 71)" style="font-weight:bold">Experimento_PRINCIPAL_AEIQ_geral</a> (<a href="matlab: opentoline('D:\Problemas\Steam Generator\Testes Finais\AEIQ\Experimento_PRINCIPAL_AEIQ_geral.m',71,0)">line 71</a>)
parpool
} 
Parallel pool using the 'local' profile is shutting down.
Experimento_PRINCIPAL_AEIQ_geral
Starting parallel pool (parpool) using the 'local' profile ... connected to 4 workers.

ans = 

 <a href="matlab: help parallel.Pool">Pool</a> with properties: 

            Connected: true
           NumWorkers: 4
              Cluster: <a href="matlab: parallel.internal.display.Displayer.displayObject('1F8B0800000000000000AD53BD4EC3301076D2B482810A8484FA084C51614088AD1421400D486D513B440A4EB14AC08D2D271DBA75EC63303232F2285DD8790C7CC469DC90AA2038E974F92E77DFFDD846C6A583A454A53E4BAD48DD90BA83123116D6424EF3A603785F2AC702534AA81D84311121A6F67D10718A2776938E23E972C888843103DE0B8D774BF19515AEA81A691DC0B5E4F3DDD4FEA50A7C332BE3DBCCF1414CDFCAF84C859136E75B29CB370BF2F57ECA72EEB2C2606107290F2FFD6C5F30F37940494F60CE89F03C955FD7F2B37A094E6BA67E88AF19ABE7FEC8C59BCA0716C6BF933A55FA2A75AEFEA7D29D7082CE708CD1F2F9AD3E68542850AB54FC6B498C02ACFB4CF47D9E7C8C2E55CDEAF7CD527EFD7CF7349E6D8517630E92F1ED161B609AF0CDD1EFEECBAEC260AF98DF8999C043028471C0C2ACCFE99A3EAF737D026E9EB8B7111191CBF19832C1FC11771B9CC3C9B96D86474138741D1C3FF498788A5CA7D16D354E5D0AB3786A32EF91F991DB3EAC1F1CF9491F2F68F53DCCEF1DE28FD7EC03E5F6F1DFF933B4E6FDA3E57BD3FF22CCDEBF7E3FFEF2FE413E01EFE5C6E140050000')">local</a>
        AttachedFiles: {}
          IdleTimeout: Inf (no automatic shut down)
          SpmdEnabled: true

Exp: 1 - 	 Ger: 1 - 	 Best:    2.26087 - 	 Mean: 1642.57579 - 	 AQreal:   75.78165  	 
Exp: 1 - 	 Ger: 2 - 	 Best:    2.24739 - 	 Mean:    5.89215 - 	 AQreal:   75.78165  	 
if system_dependent('IsDebugMode')==1, dbquit; end
Operation terminated by user during compute_statematrix (line 173)


In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 168)


In train_esn (line 48)
        stateCollection = compute_statematrix(trainInput, trainOutput, trained_esn, nForgetPoints) ; 

In calculaErroFinal (line 39)
   train_esn(trainInputSequence, trainOutputSequence, esn, nForgetPoints) ; 

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 135)


In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Operation terminated by user during compute_statematrix (line 168)


In test_esn_modificada (line 32)
    stateCollection = compute_statematrix(inputSequence, [], esn, nForgetPoints) ;     

In calculaErroFinal (line 42)
   [predictedTrainOutput,finalState] = test_esn_modificada(trainInputSequence, trainedEsn, nForgetPoints);

In parallel_function>make_general_channel/channel_general (line 914)
                    O = F(C{:});

In remoteParallelFunction (line 38)
        out = parallel.internal.pool.serialize(feval(channel, channelArgs{:}));

Experimento_PRINCIPAL_AEIQ_geral
